gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1519710000	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	fe4d9ed0-e11b-4256-a4f2-361c3788ae96	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lasiommata	Lasiommata megera		SPECIES	Lasiommata megera (Linnaeus, 1767)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	53.15428	-4.35686	1000.0						1981-05-24T00:00:00Z	24	5	1981	4535632	4535632	HUMAN_OBSERVATION	Biological Records Centre	1		1523505			CC_BY_4_0					2018-12-09T21:26:05.307Z		
1519710001	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	939940a0-e911-402d-a93f-9a1a1afecd31	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Gonepteryx	Gonepteryx rhamni		SPECIES	Gonepteryx rhamni (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.57736	-1.96532	1000.0						2000-04-19T00:00:00Z	19	4	2000	1920712	1920712	HUMAN_OBSERVATION	Biological Records Centre	1		2311774			CC_BY_4_0					2018-12-09T21:26:05.294Z		
1519710002	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	09902605-d757-4b87-a6d2-aac1f504a2ca	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Coenonympha	Coenonympha pamphilus		SPECIES	Coenonympha pamphilus (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.08763	-0.37406	1000.0						2007-06-25T00:00:00Z	25	6	2007	1911461	1911461	HUMAN_OBSERVATION	Biological Records Centre	1		2898157			CC_BY_4_0					2018-12-09T21:26:05.275Z		
1519710003	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	9db7400b-3866-4183-b968-816e740e48d1	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.39003	-4.90645	1000.0						2010-08-09T00:00:00Z	9	8	2010	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		3904806			CC_BY_4_0					2018-12-09T21:26:05.243Z		
1519710004	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	7ea5094e-c944-4c11-871b-d842678e710b	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Vanessa cardui		SPECIES	Vanessa cardui (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	54.15482	-2.77476	1000.0						2009-07-02T00:00:00Z	2	7	2009	4299368	4299368	HUMAN_OBSERVATION	Biological Records Centre	1		3503568			CC_BY_4_0					2018-12-09T21:26:05.282Z		
1519710005	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	d82284f2-0f2c-49fb-83ec-f00854732eda	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria		SPECIES	Pararge aegeria (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.20572	-5.39983	1000.0						2014-06-18T00:00:00Z	18	6	2014	8049830	8049830	HUMAN_OBSERVATION	Biological Records Centre	1		4923907			CC_BY_4_0					2018-12-09T21:26:05.268Z		
1519710006	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	b1375c35-0e3e-4042-8065-faef1ea10da0	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Coenonympha	Coenonympha pamphilus		SPECIES	Coenonympha pamphilus (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.88811	-0.82848	1000.0						2015-05-04T00:00:00Z	4	5	2015	1911461	1911461	HUMAN_OBSERVATION	Biological Records Centre	1		5723715			CC_BY_4_0					2018-12-09T21:26:05.010Z		
1519710007	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	d6a75ec6-01e3-45cb-961e-6113feac1db4	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais	Aglais urticae		SPECIES	Aglais urticae (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.77068	-3.8946	1000.0						1997-04-09T00:00:00Z	9	4	1997	1894840	1894840	HUMAN_OBSERVATION	Biological Records Centre	1		2692843			CC_BY_4_0					2018-12-09T21:26:05.253Z		
1519710008	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	abb13725-e801-4af7-8c73-872dd517125c	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Ochlodes	Ochlodes sylvanus		SPECIES	Ochlodes sylvanus (Esper, 1777)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.78436	-2.63261	1000.0						2004-06-13T00:00:00Z	13	6	2004	1946844	1946844	HUMAN_OBSERVATION	Biological Records Centre	1		1051298			CC_BY_4_0					2018-12-09T21:26:05.014Z		
1519710009	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	69f45309-a62e-4613-ae34-1000dad2f446	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Melanargia	Melanargia galathea		SPECIES	Melanargia galathea (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.89562	-0.0462	1000.0						2014-08-04T00:00:00Z	4	8	2014	7854318	7854318	HUMAN_OBSERVATION	Biological Records Centre	1		5089855			CC_BY_4_0					2018-12-09T21:26:05.037Z		
1519710010	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	a3d3f5ce-7d23-401c-a105-c97d958ffc44	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Vanessa atalanta		SPECIES	Vanessa atalanta (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.9093	0.09926	1000.0						2012-09-04T00:00:00Z	4	9	2012	1898286	1898286	HUMAN_OBSERVATION	Biological Records Centre	1		4596912			CC_BY_4_0					2018-12-09T21:26:05.260Z		
1519710011	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	1c4d21a6-b6b2-4f90-a9c8-cce47bd070cd	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.3449	-0.65894	1000.0						2007-06-27T00:00:00Z	27	6	2007	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		3058843			CC_BY_4_0					2018-12-09T21:26:05.012Z		
1519710012	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	57ef5418-1fe5-4a9a-9336-d84391b246ae	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris rapae		SPECIES	Pieris rapae (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.65898	0.01538	1000.0						2010-06-07T00:00:00Z	7	6	2010	1920496	1920496	HUMAN_OBSERVATION	Biological Records Centre	1		3869947			CC_BY_4_0					2018-12-09T21:26:05.030Z		
1519710013	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	61ae7caa-3f4f-4842-99c4-012208b2cd44	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.92963	-1.7239	1000.0						1997-07-22T00:00:00Z	22	7	1997	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		1424430			CC_BY_4_0					2018-12-09T21:26:05.006Z		
1519710014	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	d5480ab0-8b2c-4051-a361-f0e9872b1300	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais	Aglais io		SPECIES	Aglais io (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.78552	-0.66041	1000.0						2014-07-26T00:00:00Z	26	7	2014	4535827	4535827	HUMAN_OBSERVATION	Biological Records Centre	1		5067996			CC_BY_4_0					2018-12-09T21:26:05.249Z		
1519710015	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	d67120bb-c887-4e4e-b2c6-fcca18c10497	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris napi		SPECIES	Pieris napi (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	54.8668	-6.26412	1000.0						2010-07-23T00:00:00Z	23	7	2010	1920494	1920494	HUMAN_OBSERVATION	Biological Records Centre	1		3805372			CC_BY_4_0					2018-12-09T21:26:05.025Z		
1519710016	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	a769e938-8df0-4ffd-9d2c-494e2aba37e2	Animalia	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Thymelicus	Thymelicus sylvestris		SPECIES	Thymelicus sylvestris (Poda, 1761)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.96279	-0.45136	1000.0						1999-06-26T00:00:00Z	26	6	1999	8273661	8273661	HUMAN_OBSERVATION	Biological Records Centre	1		810750			CC_BY_4_0					2018-12-09T21:26:05.021Z		
1519710017	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	8e62290c-7799-4a12-9f0e-e59da8f72191	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido	Cupido minimus		SPECIES	Cupido minimus (Fuessly, 1775)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.33573	-0.01319	1000.0						2014-06-05T00:00:00Z	5	6	2014	1926260	1926260	HUMAN_OBSERVATION	Biological Records Centre	1		5543739			CC_BY_4_0					2018-12-09T21:26:05.021Z		
1519710018	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	cbfaf35c-2323-4853-9886-3e89b7b8b935	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais	Aglais io		SPECIES	Aglais io (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.41801	-0.21488	1000.0						1982-07-29T00:00:00Z	29	7	1982	4535827	4535827	HUMAN_OBSERVATION	Biological Records Centre	1		1337383			CC_BY_4_0					2018-12-09T21:26:05.042Z		
1519710019	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	1d31f4ca-2e72-4b16-9e09-94ee2c9604af	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Gonepteryx	Gonepteryx rhamni		SPECIES	Gonepteryx rhamni (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.34922	-1.43622	1000.0						2010-07-19T00:00:00Z	19	7	2010	1920712	1920712	HUMAN_OBSERVATION	Biological Records Centre	1		3760381			CC_BY_4_0					2018-12-09T21:26:05.293Z		
1519710020	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	9b8a8c2b-af85-4a36-8288-38948fb1380f	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	54.17259	-2.80573	1000.0						2011-06-18T00:00:00Z	18	6	2011	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		4139046			CC_BY_4_0					2018-12-09T21:26:05.348Z		
1519710021	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	3ca97c1f-1e0d-4d97-9b3f-cc5df2c838d2	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.32248	-0.31515	1000.0						2002-08-14T00:00:00Z	14	8	2002	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		547620			CC_BY_4_0					2018-12-09T21:26:05.013Z		
1519710022	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	49d88337-f5e5-42cc-9b6d-de1e1bdd760f	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais	Aglais io		SPECIES	Aglais io (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.77529	-2.64667	1000.0						1994-07-29T00:00:00Z	29	7	1994	4535827	4535827	HUMAN_OBSERVATION	Biological Records Centre	1		1114532			CC_BY_4_0					2018-12-09T21:26:05.041Z		
1519710023	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	91265090-50b3-4996-ad92-2ae2cd88260c	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris brassicae		SPECIES	Pieris brassicae (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.03607	-1.35246	1000.0						2012-07-25T00:00:00Z	25	7	2012	1920506	1920506	HUMAN_OBSERVATION	Biological Records Centre	1		4734381			CC_BY_4_0					2018-12-09T21:26:05.280Z		
1519710024	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	2ebf3ea0-f985-4f60-966b-74d6c89d27a7	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus	Aphantopus hyperantus		SPECIES	Aphantopus hyperantus (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.58983	-1.09363	1000.0						2009-07-10T00:00:00Z	10	7	2009	1896841	1896841	HUMAN_OBSERVATION	Biological Records Centre	1		4093436			CC_BY_4_0					2018-12-09T21:26:05.267Z		
1519710025	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	98041e36-8618-4935-8a2a-c2a15003939a	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.26547	-0.23567	1000.0						2009-07-22T00:00:00Z	22	7	2009	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		3454108			CC_BY_4_0					2018-12-09T21:26:05.255Z		
1519710026	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	81a2bc96-3087-42c0-89ba-d5f0addedb35	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Anthocharis	Anthocharis cardamines		SPECIES	Anthocharis cardamines (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.12103	-4.31654	1000.0						2011-04-24T00:00:00Z	24	4	2011	1919712	1919712	HUMAN_OBSERVATION	Biological Records Centre	1		4440691			CC_BY_4_0					2018-12-09T21:26:05.026Z		
1519710027	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	c1388958-0f75-4c0a-b4a1-57e5cbdaef10	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pyronia	Pyronia tithonus		SPECIES	Pyronia tithonus (Linnaeus, 1767)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.59396	-3.68968	1000.0						1999-08-07T00:00:00Z	7	8	1999	7622059	7622059	HUMAN_OBSERVATION	Biological Records Centre	1		2020864			CC_BY_4_0					2018-12-09T21:26:05.307Z		
1519710028	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	c9d55bf1-a415-421a-8758-f0c9ae997f90	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus	Aphantopus hyperantus		SPECIES	Aphantopus hyperantus (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.78967	-1.09525	1000.0						1996-07-16T00:00:00Z	16	7	1996	1896841	1896841	HUMAN_OBSERVATION	Biological Records Centre	1		2285096			CC_BY_4_0					2018-12-09T21:26:05.025Z		
1519710029	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	baa8e62d-f4f1-4539-ba12-19c1194f9a43	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris napi		SPECIES	Pieris napi (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.34926	-1.11831	1000.0						2010-09-09T00:00:00Z	9	9	2010	1920494	1920494	HUMAN_OBSERVATION	Biological Records Centre	1		3915507			CC_BY_4_0					2018-12-09T21:26:05.264Z		
1519710030	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	e09f8535-0cb1-4e1b-ab72-3cd7405d872c	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Argynnis	Argynnis aglaja		SPECIES	Argynnis aglaja (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.72101	-2.22578	1000.0						1997-06-10T00:00:00Z	10	6	1997	4535447	4535447	HUMAN_OBSERVATION	Biological Records Centre	1		156566			CC_BY_4_0					2018-12-09T21:26:05.316Z		
1519710031	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	57b225f2-43f7-490e-bbdc-79fa0ab17278	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria		SPECIES	Pararge aegeria (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.45843	-2.06765	1000.0						1999-09-03T00:00:00Z	3	9	1999	8049830	8049830	HUMAN_OBSERVATION	Biological Records Centre	1		127969			CC_BY_4_0					2018-12-09T21:26:05.261Z		
1519710032	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	f1093078-895a-4e0f-bd3b-b368b0c2c9b8	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Anthocharis	Anthocharis cardamines		SPECIES	Anthocharis cardamines (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.06104	-4.60522	1000.0						2003-04-23T00:00:00Z	23	4	2003	1919712	1919712	HUMAN_OBSERVATION	Biological Records Centre	1		5288527			CC_BY_4_0					2018-12-09T21:26:05.283Z		
1519710033	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	038144ac-5b80-4238-85b4-6b1486819d38	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais	Aglais urticae		SPECIES	Aglais urticae (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.19749	-1.76001	1000.0						2006-05-04T00:00:00Z	4	5	2006	1894840	1894840	HUMAN_OBSERVATION	Biological Records Centre	1		2508649			CC_BY_4_0					2018-12-09T21:26:05.289Z		
1519710034	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	79dbb982-bec2-42f1-96f9-0789eb0dcaa3	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.88761	-0.97705	1000.0						2014-08-16T00:00:00Z	16	8	2014	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		4276276			CC_BY_4_0					2018-12-09T21:26:05.034Z		
1519710035	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	1d2ecd6f-5685-4515-8596-edd8b5c011bf	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais	Aglais urticae		SPECIES	Aglais urticae (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	56.7859	-3.8103	1000.0						2010-08-15T00:00:00Z	15	8	2010	1894840	1894840	HUMAN_OBSERVATION	Biological Records Centre	1		3736894			CC_BY_4_0					2018-12-09T21:26:05.039Z		
1519710036	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	7e82b7fe-214e-4e7e-8188-6a934f567cd1	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais	Aglais urticae		SPECIES	Aglais urticae (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.91902	-2.00868	1000.0						2015-04-05T00:00:00Z	5	4	2015	1894840	1894840	HUMAN_OBSERVATION	Biological Records Centre	1		5604954			CC_BY_4_0					2018-12-09T21:26:05.024Z		
1519710037	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	2f325ddd-fcab-4df1-b448-558e0aea8b67	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	53.41796	0.20294	1000.0						1999-06-22T00:00:00Z	22	6	1999	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		1593305			CC_BY_4_0					2018-12-09T21:26:05.052Z		
1519710038	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	33f2192d-ebed-4f9b-9cdf-8e0ff79fcb09	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aglais	Aglais io		SPECIES	Aglais io (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	53.58619	-3.08155	1000.0						2015-05-06T00:00:00Z	6	5	2015	4535827	4535827	HUMAN_OBSERVATION	Biological Records Centre	1		5593577			CC_BY_4_0					2018-12-09T21:26:05.033Z		
1519710039	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	d50436b6-e514-4b12-b270-e23583aa3731	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Gonepteryx	Gonepteryx rhamni		SPECIES	Gonepteryx rhamni (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.66261	-0.9532	1000.0						2002-05-16T00:00:00Z	16	5	2002	1920712	1920712	HUMAN_OBSERVATION	Biological Records Centre	1		1518583			CC_BY_4_0					2018-12-09T21:26:05.027Z		
1519710040	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	bb998b33-34bf-494e-9bbe-332ea7e08084	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus	Aphantopus hyperantus		SPECIES	Aphantopus hyperantus (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	52.21497	1.59238	1000.0						2010-07-19T00:00:00Z	19	7	2010	1896841	1896841	HUMAN_OBSERVATION	Biological Records Centre	1		3762576			CC_BY_4_0					2018-12-09T21:26:05.026Z		
1519710041	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	a56e973e-1139-4c51-ab7d-690c7b27a443	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Argynnis	Argynnis aglaja		SPECIES	Argynnis aglaja (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.03607	-1.35246	1000.0						2010-07-09T00:00:00Z	9	7	2010	4535447	4535447	HUMAN_OBSERVATION	Biological Records Centre	1		3913180			CC_BY_4_0					2018-12-09T21:26:05.035Z		
1519710042	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	542cff4b-7525-4cd2-89cf-97bae9cc7341	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.96335	-1.22531	1000.0						2012-08-22T00:00:00Z	22	8	2012	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		4702987			CC_BY_4_0					2018-12-09T21:26:05.038Z		
1519710043	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	7ddfdfa9-2294-42a2-8823-9e33e20cbbc1	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris rapae		SPECIES	Pieris rapae (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.99245	-2.32196	1000.0						2003-04-15T00:00:00Z	15	4	2003	1920496	1920496	HUMAN_OBSERVATION	Biological Records Centre	1		1020127			CC_BY_4_0					2018-12-09T21:26:05.317Z		
1519710044	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	b1dfb2d4-43a9-4adc-8b59-78ff31b56155	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	Maniola jurtina		SPECIES	Maniola jurtina (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.22539	-0.44759	1000.0						2004-07-20T00:00:00Z	20	7	2004	5135513	5135513	HUMAN_OBSERVATION	Biological Records Centre	1		541160			CC_BY_4_0					2018-12-09T21:26:05.046Z		
1519710045	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	efec9279-9675-4590-88ab-a230dce28dfd	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Polyommatus	Polyommatus icarus		SPECIES	Polyommatus icarus (Rottemburg, 1775)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.25037	-0.30346	1000.0						2007-05-23T00:00:00Z	23	5	2007	5140214	5140214	HUMAN_OBSERVATION	Biological Records Centre	1		3264491			CC_BY_4_0					2018-12-09T21:26:05.269Z		
1519710046	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	71ba0ba2-fbb1-49f2-83a6-f3ebb6fa595f	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Melanargia	Melanargia galathea		SPECIES	Melanargia galathea (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.07179	-1.30914	1000.0						2015-07-02T00:00:00Z	2	7	2015	7854318	7854318	HUMAN_OBSERVATION	Biological Records Centre	1		5839116			CC_BY_4_0					2018-12-09T21:26:05.302Z		
1519710047	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	57305600-9109-4f87-99d2-0715b1353c1d	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris napi		SPECIES	Pieris napi (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	50.62329	-2.4608	1000.0						1977-09-13T00:00:00Z	13	9	1977	1920494	1920494	HUMAN_OBSERVATION	Biological Records Centre	1		1492266			CC_BY_4_0					2018-12-09T21:26:05.266Z		
1519710048	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	cec17dc3-7c8a-42f7-ac8a-1c223d6b01de	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria		SPECIES	Pararge aegeria (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	51.05528	-1.63755	1000.0						1999-09-05T00:00:00Z	5	9	1999	8049830	8049830	HUMAN_OBSERVATION	Biological Records Centre	1		1172743			CC_BY_4_0					2018-12-09T21:26:05.293Z		
1519710049	1e266c3d-92ef-4d5a-8e4a-c04742c772c3	9ac7f497-dbc0-491b-890c-5b87258e54b0	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris napi		SPECIES	Pieris napi (Linnaeus, 1758)	GB		0c392aa0-a452-4254-be5c-e49dd60e9b02	53.35676	-2.38459	1000.0						2003-08-20T00:00:00Z	20	8	2003	1920494	1920494	HUMAN_OBSERVATION	Biological Records Centre	1		1904354			CC_BY_4_0					2018-12-09T21:26:05.280Z		
